UTC,Ask,Bid,Ask Volume,Bid Volume
28.10.2025 11:00:00.042 UTC,1.39955,1.39942,0.00225,0.0012
28.10.2025 11:00:00.145 UTC,1.39953,1.3994,0.00135,0.0018
28.10.2025 11:00:00.248 UTC,1.39952,1.39939,0.0012,0.0018
28.10.2025 11:00:00.358 UTC,1.39951,1.3994,0.0012,0.00135
28.10.2025 11:00:00.460 UTC,1.39951,1.3994,0.0012,0.0024
28.10.2025 11:00:01.925 UTC,1.3995,1.39938,0.0012,0.0018
28.10.2025 11:00:01.976 UTC,1.3995,1.39936,0.0012,0.0024
28.10.2025 11:00:02.586 UTC,1.39949,1.39935,0.0012,0.0018
28.10.2025 11:00:03.299 UTC,1.39948,1.39936,0.0033,0.0024
28.10.2025 11:00:03.655 UTC,1.39951,1.39937,0.0024,0.00225
28.10.2025 11:00:06.075 UTC,1.39951,1.39937,0.0012,0.00225
28.10.2025 11:00:07.681 UTC,1.3995,1.39938,0.0018,0.00135
28.10.2025 11:00:15.282 UTC,1.39951,1.39937,0.00225,0.0027
28.10.2025 11:00:15.585 UTC,1.39951,1.39937,0.0024,0.00135
28.10.2025 11:00:15.686 UTC,1.3995,1.39938,0.00225,0.0018
28.10.2025 11:00:15.838 UTC,1.3995,1.39937,0.0033,0.00375
28.10.2025 11:00:16.192 UTC,1.3995,1.39938,0.00315,0.0012
28.10.2025 11:00:16.394 UTC,1.39951,1.39936,0.0033,0.00375
28.10.2025 11:00:16.496 UTC,1.39951,1.39937,0.00315,0.0012
28.10.2025 11:00:16.597 UTC,1.3995,1.39937,0.0033,0.00465
28.10.2025 11:00:17.151 UTC,1.39952,1.39938,0.0033,0.00132
28.10.2025 11:00:17.254 UTC,1.39951,1.3994,0.00225,0.0012
28.10.2025 11:00:17.357 UTC,1.39951,1.3994,0.00135,0.0018
28.10.2025 11:00:17.662 UTC,1.39953,1.39939,0.00135,0.00249
28.10.2025 11:00:18.824 UTC,1.39954,1.3994,0.0027,0.00135
28.10.2025 11:00:18.927 UTC,1.39954,1.3994,0.0018,0.00249
28.10.2025 11:00:19.185 UTC,1.39955,1.39943,0.0012,0.0012
28.10.2025 11:00:25.675 UTC,1.39956,1.39943,0.00135,0.0012
28.10.2025 11:00:33.519 UTC,1.39955,1.39946,0.00135,0.0012
28.10.2025 11:00:33.571 UTC,1.39955,1.39944,0.00135,0.0012
28.10.2025 11:00:35.478 UTC,1.39956,1.39945,0.00135,0.0012
28.10.2025 11:00:35.529 UTC,1.39956,1.39943,0.00135,0.0012
28.10.2025 11:00:36.736 UTC,1.39953,1.39941,0.00132,0.0018
28.10.2025 11:00:36.840 UTC,1.39955,1.39941,0.00234,0.00339
28.10.2025 11:00:38.404 UTC,1.39955,1.39943,0.0018,0.0012
28.10.2025 11:00:39.157 UTC,1.39955,1.39941,0.0018,0.00342
28.10.2025 11:00:41.323 UTC,1.39955,1.39943,0.00135,0.0012
28.10.2025 11:00:41.675 UTC,1.39954,1.39942,0.00135,0.00432
28.10.2025 11:00:44.932 UTC,1.39956,1.39942,0.00144,0.00234
28.10.2025 11:00:45.036 UTC,1.39957,1.39943,0.00324,0.00192
28.10.2025 11:00:45.191 UTC,1.39955,1.39943,0.00135,0.00252
28.10.2025 11:00:45.293 UTC,1.39957,1.39943,0.00324,0.00192
28.10.2025 11:00:45.447 UTC,1.39957,1.39942,0.00324,0.00387
28.10.2025 11:00:46.256 UTC,1.39957,1.39942,0.00324,0.00252
28.10.2025 11:00:46.358 UTC,1.39956,1.39943,0.00339,0.00252
28.10.2025 11:00:47.163 UTC,1.39956,1.39943,0.00324,0.00252
28.10.2025 11:00:49.269 UTC,1.39956,1.39943,0.00339,0.00252
28.10.2025 11:00:51.080 UTC,1.39955,1.39942,0.0012,0.00252
28.10.2025 11:00:51.282 UTC,1.39957,1.39942,0.00339,0.00252
28.10.2025 11:00:59.124 UTC,1.39957,1.39942,0.0024,0.00252
28.10.2025 11:01:00.229 UTC,1.39956,1.39943,0.0018,0.00297
28.10.2025 11:01:00.432 UTC,1.39956,1.39943,0.0024,0.00252
28.10.2025 11:01:00.834 UTC,1.39956,1.39943,0.00225,0.00297
28.10.2025 11:01:00.992 UTC,1.39958,1.39944,0.00225,0.00132
