UTC,Ask,Bid,Ask Volume,Bid Volume
20.10.2025 10:00:00.078 UTC,1.40334,1.40321,0.00192,0.0012
20.10.2025 10:00:00.181 UTC,1.40334,1.4032,0.00237,0.00225
20.10.2025 10:00:00.284 UTC,1.40333,1.40322,0.00132,0.00132
20.10.2025 10:00:02.155 UTC,1.40333,1.40321,0.00327,0.00192
20.10.2025 10:00:02.258 UTC,1.40334,1.4032,0.00372,0.00507
20.10.2025 10:00:02.918 UTC,1.40333,1.40321,0.00417,0.0012
20.10.2025 10:00:06.945 UTC,1.40333,1.4032,0.00417,0.0027
20.10.2025 10:00:10.115 UTC,1.40333,1.4032,0.00147,0.0012
20.10.2025 10:00:10.318 UTC,1.40333,1.40319,0.00147,0.00225
20.10.2025 10:00:10.752 UTC,1.40334,1.4032,0.00387,0.0012
20.10.2025 10:00:12.162 UTC,1.40333,1.40321,0.00342,0.0018
20.10.2025 10:00:12.715 UTC,1.40333,1.40321,0.00297,0.00135
20.10.2025 10:00:12.919 UTC,1.40333,1.40321,0.00252,0.0018
20.10.2025 10:00:14.779 UTC,1.40334,1.4032,0.00297,0.00135
20.10.2025 10:00:14.980 UTC,1.40334,1.4032,0.00252,0.0018
20.10.2025 10:00:15.082 UTC,1.40334,1.4032,0.00297,0.00135
20.10.2025 10:00:23.259 UTC,1.40334,1.40321,0.00192,0.00225
20.10.2025 10:00:23.362 UTC,1.40335,1.40322,0.00342,0.00225
20.10.2025 10:00:23.465 UTC,1.40333,1.40322,0.00147,0.00135
20.10.2025 10:00:23.568 UTC,1.40334,1.40322,0.00147,0.00135
20.10.2025 10:00:23.772 UTC,1.40333,1.40322,0.00327,0.00135
20.10.2025 10:00:24.731 UTC,1.40334,1.40321,0.00147,0.00135
20.10.2025 10:00:24.834 UTC,1.40334,1.40322,0.00147,0.0012
20.10.2025 10:00:25.190 UTC,1.40334,1.40322,0.00327,0.0012
20.10.2025 10:00:25.293 UTC,1.40334,1.40321,0.00327,0.00135
20.10.2025 10:00:25.547 UTC,1.40333,1.4032,0.00132,0.0012
20.10.2025 10:00:26.259 UTC,1.40333,1.40319,0.00327,0.0027
20.10.2025 10:00:26.467 UTC,1.40332,1.4032,0.00207,0.0036
20.10.2025 10:00:26.572 UTC,1.40333,1.40319,0.00327,0.0036
20.10.2025 10:00:26.977 UTC,1.40333,1.40319,0.00192,0.0036
20.10.2025 10:00:27.182 UTC,1.40332,1.4032,0.00327,0.00375
20.10.2025 10:00:27.336 UTC,1.40333,1.40319,0.00147,0.00375
20.10.2025 10:00:27.438 UTC,1.40332,1.4032,0.00372,0.0027
20.10.2025 10:00:27.591 UTC,1.40333,1.40319,0.00327,0.00285
20.10.2025 10:00:27.694 UTC,1.40333,1.40319,0.00372,0.0027
20.10.2025 10:00:27.797 UTC,1.40332,1.4032,0.00147,0.00375
20.10.2025 10:00:27.949 UTC,1.40333,1.40319,0.00372,0.0027
20.10.2025 10:00:33.319 UTC,1.40333,1.40319,0.00147,0.00285
20.10.2025 10:00:33.522 UTC,1.40333,1.40319,0.00192,0.0027
20.10.2025 10:00:33.624 UTC,1.40332,1.4032,0.00147,0.00195
20.10.2025 10:00:33.726 UTC,1.40333,1.40319,0.00192,0.0018
