UTC,Ask,Bid,Ask Volume,Bid Volume
09.09.2025 16:00:00.113 UTC,1.38359,1.38347,0.0018,0.0012
09.09.2025 16:00:00.270 UTC,1.38359,1.38348,0.0018,0.0012
09.09.2025 16:00:01.191 UTC,1.38359,1.38349,0.0018,0.0012
09.09.2025 16:00:01.646 UTC,1.38358,1.38348,0.0018,0.0012
09.09.2025 16:00:02.607 UTC,1.38359,1.38348,0.0018,0.0012
09.09.2025 16:00:02.911 UTC,1.38358,1.38348,0.0018,0.0012
09.09.2025 16:00:04.375 UTC,1.38358,1.38347,0.0012,0.0012
09.09.2025 16:00:04.477 UTC,1.38357,1.38347,0.0012,0.0012
09.09.2025 16:00:06.041 UTC,1.38358,1.38345,0.0027,0.00135
09.09.2025 16:00:06.295 UTC,1.38358,1.38345,0.0027,0.0018
09.09.2025 16:00:06.748 UTC,1.38357,1.38346,0.0027,0.00135
09.09.2025 16:00:07.103 UTC,1.38357,1.38346,0.0027,0.0018
09.09.2025 16:00:07.890 UTC,1.38357,1.38346,0.0018,0.00225
09.09.2025 16:00:07.941 UTC,1.38356,1.38345,0.0012,0.00225
09.09.2025 16:00:08.145 UTC,1.38358,1.38346,0.0012,0.0018
09.09.2025 16:00:08.400 UTC,1.38359,1.38346,0.00315,0.0024
09.09.2025 16:00:09.159 UTC,1.38359,1.38346,0.0012,0.0024
09.09.2025 16:00:10.622 UTC,1.3836,1.38348,0.00225,0.00135
09.09.2025 16:00:11.684 UTC,1.38359,1.3835,0.0012,0.0012
09.09.2025 16:00:11.788 UTC,1.38361,1.38349,0.0027,0.0018
09.09.2025 16:00:11.890 UTC,1.38361,1.38349,0.0027,0.0012
09.09.2025 16:00:14.019 UTC,1.38361,1.38353,0.00135,0.0012
09.09.2025 16:00:14.122 UTC,1.38363,1.38353,0.0027,0.0012
09.09.2025 16:00:15.236 UTC,1.38363,1.38352,0.00405,0.0012
09.09.2025 16:00:16.933 UTC,1.38362,1.3835,0.00135,0.00135
09.09.2025 16:00:17.038 UTC,1.38359,1.38351,0.0012,0.0012
09.09.2025 16:00:18.102 UTC,1.38361,1.3835,0.00225,0.0012
09.09.2025 16:00:18.255 UTC,1.38361,1.38349,0.00225,0.00135
09.09.2025 16:00:18.864 UTC,1.38359,1.38348,0.00135,0.00135
09.09.2025 16:00:19.827 UTC,1.38358,1.38348,0.0012,0.0012
09.09.2025 16:00:21.339 UTC,1.38355,1.38347,0.00135,0.0012
09.09.2025 16:00:21.391 UTC,1.38354,1.38344,0.0012,0.00135
09.09.2025 16:00:21.494 UTC,1.38354,1.38345,0.00315,0.0012
09.09.2025 16:00:21.596 UTC,1.38354,1.38344,0.0012,0.0012
09.09.2025 16:00:25.181 UTC,1.38352,1.38344,0.00135,0.0012
09.09.2025 16:00:28.209 UTC,1.38354,1.38344,0.0018,0.0018
09.09.2025 16:00:28.414 UTC,1.38355,1.38344,0.00225,0.0018
09.09.2025 16:00:28.516 UTC,1.38354,1.38346,0.00225,0.0012
09.09.2025 16:00:28.670 UTC,1.38356,1.38346,0.00225,0.0012
09.09.2025 16:00:28.773 UTC,1.38356,1.38345,0.00135,0.0012
09.09.2025 16:00:28.875 UTC,1.38355,1.38345,0.00315,0.0018
09.09.2025 16:00:28.977 UTC,1.38355,1.38344,0.00135,0.0018
09.09.2025 16:00:29.738 UTC,1.38355,1.38345,0.0012,0.0012
09.09.2025 16:00:30.497 UTC,1.38355,1.38346,0.00135,0.0012
09.09.2025 16:00:31.308 UTC,1.38356,1.38346,0.00495,0.00135
09.09.2025 16:00:31.763 UTC,1.38357,1.38346,0.00495,0.0012
09.09.2025 16:00:33.455 UTC,1.38359,1.3835,0.00405,0.00225
09.09.2025 16:00:33.507 UTC,1.38366,1.38358,0.0027,0.0012
09.09.2025 16:00:33.559 UTC,1.38365,1.38357,0.0027,0.0012
09.09.2025 16:00:33.611 UTC,1.38368,1.3836,0.0024,0.0012
09.09.2025 16:00:33.713 UTC,1.38369,1.38359,0.0012,0.0012
09.09.2025 16:00:34.121 UTC,1.38368,1.38361,0.0012,0.0012
09.09.2025 16:00:34.837 UTC,1.38371,1.3836,0.00135,0.0012
09.09.2025 16:00:35.292 UTC,1.38372,1.38361,0.00135,0.0012
09.09.2025 16:00:36.302 UTC,1.38372,1.38362,0.0012,0.0012
09.09.2025 16:00:37.111 UTC,1.38374,1.38362,0.00195,0.0012
09.09.2025 16:00:38.423 UTC,1.38372,1.38363,0.0018,0.0012
09.09.2025 16:00:38.527 UTC,1.38371,1.38361,0.0012,0.0012
09.09.2025 16:00:40.655 UTC,1.38372,1.38361,0.00135,0.0012
09.09.2025 16:00:43.470 UTC,1.3837,1.3836,0.0012,0.00225
09.09.2025 16:00:44.128 UTC,1.38368,1.3836,0.00405,0.00225
09.09.2025 16:00:46.595 UTC,1.38367,1.38362,0.00405,0.0012
09.09.2025 16:00:51.217 UTC,1.38371,1.38361,0.0012,0.0018
09.09.2025 16:00:56.097 UTC,1.3837,1.38361,0.0012,0.0018
