UTC,Ask,Bid,Ask Volume,Bid Volume
21.10.2025 14:00:00.019 UTC,1.40399,1.40387,0.0033,0.00132
21.10.2025 14:00:00.175 UTC,1.40398,1.40389,0.00225,0.00132
21.10.2025 14:00:00.278 UTC,1.40398,1.4039,0.00225,0.00132
21.10.2025 14:00:00.485 UTC,1.40402,1.4039,0.00135,0.00132
21.10.2025 14:00:00.587 UTC,1.40401,1.40391,0.00195,0.00132
21.10.2025 14:00:00.792 UTC,1.40399,1.40389,0.0012,0.00132
21.10.2025 14:00:00.895 UTC,1.40399,1.40387,0.0012,0.00132
21.10.2025 14:00:00.997 UTC,1.40399,1.4039,0.0012,0.00132
21.10.2025 14:00:02.568 UTC,1.40401,1.40391,0.00135,0.00132
21.10.2025 14:00:04.148 UTC,1.40398,1.40393,0.0012,0.0012
21.10.2025 14:00:04.201 UTC,1.40405,1.40396,0.00135,0.0012
21.10.2025 14:00:04.254 UTC,1.40408,1.40397,0.0033,0.00132
21.10.2025 14:00:04.358 UTC,1.40407,1.40395,0.0027,0.00132
21.10.2025 14:00:04.461 UTC,1.40405,1.40396,0.0018,0.00132
21.10.2025 14:00:04.564 UTC,1.40406,1.40393,0.00375,0.00132
21.10.2025 14:00:04.667 UTC,1.40405,1.40392,0.00195,0.00147
21.10.2025 14:00:05.225 UTC,1.40405,1.40394,0.00285,0.00132
21.10.2025 14:00:05.430 UTC,1.40406,1.40393,0.00195,0.00132
21.10.2025 14:00:05.635 UTC,1.40406,1.40393,0.00195,0.00147
21.10.2025 14:00:05.687 UTC,1.40408,1.40395,0.00144,0.00342
21.10.2025 14:00:05.739 UTC,1.40409,1.40396,0.00135,0.00192
21.10.2025 14:00:05.844 UTC,1.40408,1.40395,0.00294,0.00237
21.10.2025 14:00:05.897 UTC,1.40407,1.40394,0.0018,0.00132
21.10.2025 14:00:05.949 UTC,1.40402,1.40394,0.00315,0.00132
21.10.2025 14:00:06.154 UTC,1.40401,1.40394,0.00315,0.00189
21.10.2025 14:00:06.257 UTC,1.40401,1.40394,0.00315,0.00132
21.10.2025 14:00:06.872 UTC,1.40402,1.40393,0.00315,0.00132
21.10.2025 14:00:07.228 UTC,1.40405,1.40392,0.00294,0.00132
21.10.2025 14:00:07.940 UTC,1.40404,1.40392,0.00135,0.0012
21.10.2025 14:00:08.044 UTC,1.40403,1.40391,0.0018,0.0012
21.10.2025 14:00:08.960 UTC,1.40404,1.40392,0.0018,0.00132
21.10.2025 14:00:09.268 UTC,1.40404,1.40391,0.00294,0.00132
21.10.2025 14:00:09.371 UTC,1.40405,1.40392,0.00249,0.00234
21.10.2025 14:00:10.086 UTC,1.40405,1.40393,0.00192,0.00132
21.10.2025 14:00:10.240 UTC,1.40405,1.40395,0.00204,0.00132
21.10.2025 14:00:10.343 UTC,1.40407,1.40395,0.00279,0.00132
21.10.2025 14:00:10.448 UTC,1.40407,1.40395,0.00207,0.00132
21.10.2025 14:00:10.551 UTC,1.40406,1.40394,0.00144,0.00132
21.10.2025 14:00:10.654 UTC,1.40406,1.40394,0.00204,0.00132
21.10.2025 14:00:12.129 UTC,1.40402,1.40393,0.00132,0.0012
21.10.2025 14:00:12.233 UTC,1.40402,1.40392,0.00144,0.00132
21.10.2025 14:00:15.272 UTC,1.40402,1.4039,0.0012,0.00132
21.10.2025 14:00:15.936 UTC,1.40401,1.40391,0.00135,0.00132
21.10.2025 14:00:17.357 UTC,1.40402,1.40389,0.00294,0.00147
21.10.2025 14:00:18.321 UTC,1.40398,1.40388,0.0012,0.00132
21.10.2025 14:00:18.424 UTC,1.40399,1.40386,0.00135,0.00192
21.10.2025 14:00:18.834 UTC,1.40397,1.40385,0.0012,0.0012
21.10.2025 14:00:18.939 UTC,1.40396,1.40383,0.00225,0.00192
21.10.2025 14:00:19.196 UTC,1.40395,1.40383,0.00375,0.00132
21.10.2025 14:00:19.454 UTC,1.40395,1.40385,0.0018,0.00132
21.10.2025 14:00:19.557 UTC,1.40396,1.40385,0.00375,0.00132
21.10.2025 14:00:20.472 UTC,1.40397,1.40384,0.00375,0.00147
21.10.2025 14:00:21.636 UTC,1.40397,1.40384,0.00285,0.00132
21.10.2025 14:00:22.297 UTC,1.40394,1.40383,0.0012,0.0018
21.10.2025 14:00:22.400 UTC,1.40393,1.40384,0.0018,0.0012
21.10.2025 14:00:22.503 UTC,1.40395,1.40383,0.00285,0.0012
21.10.2025 14:00:22.860 UTC,1.40396,1.40383,0.0018,0.00234
21.10.2025 14:00:23.064 UTC,1.40397,1.40384,0.00285,0.0012
21.10.2025 14:00:23.371 UTC,1.40396,1.40385,0.0027,0.00135
21.10.2025 14:00:23.524 UTC,1.40395,1.40385,0.0012,0.00135
21.10.2025 14:00:24.290 UTC,1.40395,1.40384,0.00339,0.0027
21.10.2025 14:00:26.114 UTC,1.40395,1.40384,0.00279,0.0018
21.10.2025 14:00:26.216 UTC,1.40395,1.40384,0.00294,0.0027
21.10.2025 14:00:27.081 UTC,1.40395,1.40384,0.0012,0.0012
21.10.2025 14:00:27.185 UTC,1.40396,1.40386,0.00195,0.0012
21.10.2025 14:00:27.338 UTC,1.40397,1.40386,0.00195,0.0012
21.10.2025 14:00:27.492 UTC,1.40398,1.40388,0.00195,0.00132
21.10.2025 14:00:27.545 UTC,1.40401,1.40393,0.0012,0.00132
21.10.2025 14:00:27.650 UTC,1.40404,1.40396,0.0012,0.00132
21.10.2025 14:00:27.703 UTC,1.40408,1.404,0.0018,0.00132
21.10.2025 14:00:27.755 UTC,1.40414,1.40403,0.00225,0.00132
21.10.2025 14:00:27.806 UTC,1.40411,1.40402,0.0024,0.0012
21.10.2025 14:00:27.910 UTC,1.4041,1.40401,0.0018,0.00132
21.10.2025 14:00:28.014 UTC,1.4041,1.40402,0.0018,0.0012
21.10.2025 14:00:28.172 UTC,1.40408,1.40399,0.0012,0.0012
21.10.2025 14:00:28.289 UTC,1.4041,1.404,0.0018,0.0012
21.10.2025 14:00:28.341 UTC,1.40411,1.404,0.0012,0.0012
21.10.2025 14:00:28.496 UTC,1.40412,1.40401,0.0012,0.0012
